case:concept:name	MOV_DEVOLUCAO_105	MOV_DECURSO_DE_PRAZO_1051	MOV_DISPONIBILIZACAO_NO_DIARIO_DA_JUSTICA_ELETRONICO_1061	MOV_DESPACHO_11009	MOV_ATO_ORDINATORIO_11383	MOV_RECEBIMENTO_115	MOV_PROTOCOLO_DE_PETICAO_118	MOV_RETIFICACAO_DE_MOVIMENTO_11983	MOV_PAUTA_12103	MOV_INTIMACAO_12263	MOV_REMESSA_123	MOV_DEVOLVIDOS_OS_AUTOS_12315	MOV_RECEBIMENTO_132	MOV_APENSAMENTO_135	MOV_JULGAMENTO_193	MOV_DECISAO_3	MOV_REDISTRIBUICAO_36	MOV_ENTREGA_EM_CARGA_VISTA_493	MOV_CONCLUSAO_51	MOV_EXPEDICAO_DE_DOCUMENTO_60	MOV_JUNTADA_67	MOV_TRANSITO_EM_JULGADO_848	MOV_DESARQUIVAMENTO_893	MOV_PUBLICACAO_92	MOV_RECEBIMENTO_977	MOV_REMESSA_982	MOVEMENTS_COUNT	TOTAL_MAGISTRATE	TOTAL_OFFICIAL	ASSU_ADMINISTRACAO_DA_JUSTICA_ELEITORAL	ASSU_ELEICOES	ASSU_PARTIDOS_POLITICOS	ASSU_REQUERIMENTO	CASE:COURT:CODE	PROCESSO_DIGITAL	TOTAL_ASSUNTOS	PENDENTES_CRIMINAL_2015	PENDENTES_CRIMINAL_2016	PENDENTES_CRIMINAL_2017	PENDENTES_CRIMINAL_2018	PENDENTES_CRIMINAL_2019	PENDENTES_NAO_CRIMINAL_2015	PENDENTES_NAO_CRIMINAL_2016	PENDENTES_NAO_CRIMINAL_2017	PENDENTES_NAO_CRIMINAL_2018	PENDENTES_NAO_CRIMINAL_2019	PENDENTES_NAO_CRIMINAL_2020	RECURSOS_INTERNOS_CONHECIMENTO_2018	ESTOQUE	TAXA_DE_CONGESTIONAMENTO_LIQUIDA	TAXA_DE_CONGESTIONAMENTO_TOTAL	TIPO_DESCONHECIDO	TIPO_UJ1	TIPO_UJ2	UF_ALAGOAS	UF_CEARA	UF_OUTRO	UF_PARAIBA	UF_PERNAMBUCO	UF_PIAUI	UF_RIO_GRANDE_DO_NORTE	UF_SERGIPE	CLAS_OUTRO_CLASSE_PROCESSUAL	CLA_ACAO_PENAL_ELEITORAL_11528	CLA_DIREITOS_POLITICOS_12552	CLA_OUTROS_PROCEDIMENTOS_214	CLA_PROCEDIMENTOS_ADMINISTRATIVOS_DA_JUSTICA_ELEITORAL_11540	CLA_PROCEDIMENTOS_INVESTIGATORIOS_277	CLA_PROCEDIMENTOS_RELATIVOS_A_PARTIDOS_POLITICOS_11534	CLA_PROCEDIMENTOS_RELATIVOS_A_REALIZACAO_DE_ELEICAO_11529	CLA_PROCESSO_ADMINISTRATIVO_1298	CLAS_DESCONHECIDO	CLAS_GAB2oS___GABINETE_DE_DESEMBARGADOR_OU_DE_MINISTRO_EXCETO_PRESIDENCIA_VICE_PRESIDENCIA_OU_CORREGEDORIA	CLAS_OUTRO_CLASSIFICACAO_DA_UNIDADE	CLAS_TUR___TURMAS_2o_GRAU_OU_TRIBUNAIS_SUPERIORES	CLAS_VP___GABINETE_DA_VICE_PRESIDENCIA	CLAS_ZE___ZONA_ELEITORAL	MESO_ALAGOAS_1	MESO_ALAGOAS_2	MESO_ALAGOAS_3	MESO_CEARA_1	MESO_CEARA_2	MESO_CEARA_3	MESO_CEARA_6	MESO_CEARA_7	MESO_MARANHAO_1	MESO_OUTRO	MESO_PARAIBA_1	MESO_PARAIBA_3	MESO_PARAIBA_4	MESO_PERNAMBUCO_1	MESO_PERNAMBUCO_3	MESO_PERNAMBUCO_4	MESO_PERNAMBUCO_5	MESO_PIAUI_1	MESO_PIAUI_2	MESO_PIAUI_3	MESO_PIAUI_4	MESO_RIO_GRANDE_DO_NORTE_1	MESO_RIO_GRANDE_DO_NORTE_2	MESO_RIO_GRANDE_DO_NORTE_3	MESO_RIO_GRANDE_DO_NORTE_4	MESO_SERGIPE_1	MESO_SERGIPE_2	MESO_SERGIPE_3	TEMPO_PROCESSUAL_TOTAL_DIAS
1690	0.0	0.0	0.0	0.25	0.1	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89474	0.0	0.0	0.0	0.0	0.0	0.17431	0.18182	0.16832	0.0	1.0	0.0	0.0	0.03043	0.0	0.5	0.0	0.01852	0.01961	0.01064	0.03448	0.0	0.05156	0.0573	0.06984	0.05584	0.0367	0.0	0.07965	0.2687	0.25395	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	118
1703	0.0	0.0	0.0	0.125	0.25	0.0	0.0	0.0	0.0	0.0	0.58333	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.2	0.0	0.47368	0.0	0.0	0.0	1.0	0.0	0.20183	0.09091	0.20792	0.0	1.0	1.0	0.0	0.03089	0.0	1.0	0.0	0.01852	0.01961	0.01064	0.03448	0.0	0.05156	0.0573	0.06984	0.05584	0.0367	0.0	0.07965	0.2687	0.25395	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	502
1704	0.0	0.0	0.0	0.125	0.25	0.0	0.0	0.0	0.0	0.0	0.58333	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.2	0.0	0.47368	0.0	0.0	0.0	1.0	0.0	0.20183	0.09091	0.20792	0.0	1.0	1.0	0.0	0.03089	0.0	1.0	0.0	0.01852	0.01961	0.01064	0.03448	0.0	0.05156	0.0573	0.06984	0.05584	0.0367	0.0	0.07965	0.2687	0.25395	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	502
1707	0.0	0.0	0.0	0.25	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.04348	0.0	0.0	0.0	0.0	0.25	0.4	1.0	0.21053	0.0	0.0	0.25	0.0	0.0	0.17431	0.18182	0.16832	0.0	0.0	0.5	0.0	0.03028	0.0	0.0	0.0	0.01852	0.01961	0.01064	0.03448	0.0	0.05156	0.0573	0.06984	0.05584	0.0367	0.0	0.07965	0.2687	0.25395	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1048
1709	0.0	0.0	0.0	0.125	0.2	0.0	0.0	0.0	0.0	0.0	0.08333	0.0	0.17391	0.0	0.0	0.0	0.0	0.25	0.2	0.0	0.68421	0.0	0.0	0.0	0.0	0.0	0.19266	0.09091	0.19802	0.0	1.0	0.5	0.0	0.0306	0.0	1.0	0.0	0.01852	0.01961	0.01064	0.03448	0.0	0.05156	0.0573	0.06984	0.05584	0.0367	0.0	0.07965	0.2687	0.25395	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	949
1710	0.0	0.0	0.0	0.125	0.2	0.0	0.0	0.0	0.0	0.0	0.08333	0.0	0.17391	0.0	0.0	0.0	0.0	0.25	0.2	0.0	0.63158	0.0	0.0	0.0	0.0	0.0	0.18349	0.09091	0.18812	0.0	1.0	0.5	0.0	0.0306	0.0	1.0	0.0	0.01852	0.01961	0.01064	0.03448	0.0	0.05156	0.0573	0.06984	0.05584	0.0367	0.0	0.07965	0.2687	0.25395	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	950
1722	0.0	0.0	0.0	0.25	0.2	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.04348	0.0	0.0	0.5	0.0	0.5	0.7	0.33333	0.05263	1.0	0.0	0.0	1.0	0.0	0.26606	0.27273	0.25743	0.0	0.0	0.0	0.0	0.03028	0.0	0.0	0.0	0.01852	0.01961	0.01064	0.03448	0.0	0.05156	0.0573	0.06984	0.05584	0.0367	0.0	0.07965	0.2687	0.25395	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1941
1726	0.0	0.0	0.0	0.125	0.1	0.0	0.0	0.0	0.0	0.0	0.41667	0.0	0.04348	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.10526	1.0	0.0	0.5	0.0	0.0	0.10092	0.09091	0.09901	0.0	1.0	0.5	0.0	0.03045	0.0	1.0	0.0	0.01852	0.01961	0.01064	0.03448	0.0	0.05156	0.0573	0.06984	0.05584	0.0367	0.0	0.07965	0.2687	0.25395	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	268
1727	0.0	0.0	0.0	0.125	0.1	0.0	0.0	0.0	0.0	0.0	0.41667	0.0	0.04348	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.10526	1.0	0.0	0.5	0.0	0.0	0.10092	0.09091	0.09901	0.0	1.0	0.5	0.0	0.03045	0.0	1.0	0.0	0.01852	0.01961	0.01064	0.03448	0.0	0.05156	0.0573	0.06984	0.05584	0.0367	0.0	0.07965	0.2687	0.25395	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	268
1731	0.0	0.0	0.0	0.25	0.2	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.04348	0.0	0.0	0.0	0.0	0.25	0.3	0.33333	0.63158	0.0	0.0	0.25	0.0	0.0	0.29358	0.18182	0.29703	0.0	0.5	0.5	0.0	0.03039	0.0	0.5	0.0	0.01852	0.01961	0.01064	0.03448	0.0	0.05156	0.0573	0.06984	0.05584	0.0367	0.0	0.07965	0.2687	0.25395	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1259
1734	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.41667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10526	1.0	0.0	0.5	0.0	0.0	0.06422	0.0	0.06931	0.0	1.0	0.5	0.0	0.03045	0.0	1.0	0.0	0.01852	0.01961	0.01064	0.03448	0.0	0.05156	0.0573	0.06984	0.05584	0.0367	0.0	0.07965	0.2687	0.25395	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	268
1735	0.0	0.0	0.0	0.125	0.1	0.0	0.0	1.0	0.0	0.0	0.41667	0.0	0.04348	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.10526	1.0	0.0	0.5	0.0	0.0	0.11009	0.09091	0.10891	0.0	1.0	0.5	0.0	0.03045	0.0	1.0	0.0	0.01852	0.01961	0.01064	0.03448	0.0	0.05156	0.0573	0.06984	0.05584	0.0367	0.0	0.07965	0.2687	0.25395	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	268
1736	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10526	1.0	0.0	0.5	0.0	0.0	0.07339	0.0	0.07921	0.0	1.0	0.5	0.0	0.03045	0.0	1.0	0.0	0.01852	0.01961	0.01064	0.03448	0.0	0.05156	0.0573	0.06984	0.05584	0.0367	0.0	0.07965	0.2687	0.25395	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	268
1737	0.0	0.0	0.0	0.125	0.1	0.0	0.0	1.0	0.0	0.0	0.33333	0.0	0.04348	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.10526	1.0	0.0	0.5	0.0	0.0	0.10092	0.09091	0.09901	0.0	1.0	0.5	0.0	0.03045	0.0	1.0	0.0	0.01852	0.01961	0.01064	0.03448	0.0	0.05156	0.0573	0.06984	0.05584	0.0367	0.0	0.07965	0.2687	0.25395	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	267
1738	0.0	0.0	0.0	0.125	0.1	0.0	0.0	1.0	0.0	0.0	0.41667	0.0	0.04348	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.10526	1.0	0.0	0.5	0.0	0.0	0.11009	0.09091	0.10891	0.0	1.0	0.5	0.0	0.03045	0.0	1.0	0.0	0.01852	0.01961	0.01064	0.03448	0.0	0.05156	0.0573	0.06984	0.05584	0.0367	0.0	0.07965	0.2687	0.25395	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	267
1740	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.33333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10526	1.0	0.0	0.5	0.0	0.0	0.05505	0.0	0.05941	0.0	1.0	0.5	0.0	0.03045	0.0	1.0	0.0	0.01852	0.01961	0.01064	0.03448	0.0	0.05156	0.0573	0.06984	0.05584	0.0367	0.0	0.07965	0.2687	0.25395	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	268
1741	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.41667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10526	1.0	0.0	0.5	0.0	0.0	0.06422	0.0	0.06931	0.0	1.0	0.5	0.0	0.03045	0.0	1.0	0.0	0.01852	0.01961	0.01064	0.03448	0.0	0.05156	0.0573	0.06984	0.05584	0.0367	0.0	0.07965	0.2687	0.25395	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	268
1742	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.41667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10526	1.0	0.0	0.5	0.0	0.0	0.06422	0.0	0.06931	0.0	1.0	0.5	0.0	0.03045	0.0	1.0	0.0	0.01852	0.01961	0.01064	0.03448	0.0	0.05156	0.0573	0.06984	0.05584	0.0367	0.0	0.07965	0.2687	0.25395	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	267
1743	0.0	0.0	0.0	0.25	0.2	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.04348	0.0	0.0	0.0	0.0	0.25	0.3	0.33333	0.47368	0.0	0.0	0.25	0.0	0.0	0.23853	0.18182	0.23762	0.0	1.0	0.5	0.0	0.03039	0.0	1.0	0.0	0.01852	0.01961	0.01064	0.03448	0.0	0.05156	0.0573	0.06984	0.05584	0.0367	0.0	0.07965	0.2687	0.25395	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1259
1744	0.0	0.0	0.0	0.25	0.2	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.04348	0.0	0.0	0.0	0.0	0.25	0.2	0.0	0.21053	0.0	0.0	0.0	0.0	0.0	0.16514	0.18182	0.15842	0.0	1.0	0.5	0.0	0.03039	0.0	1.0	0.0	0.01852	0.01961	0.01064	0.03448	0.0	0.05156	0.0573	0.06984	0.05584	0.0367	0.0	0.07965	0.2687	0.25395	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1206
1745	0.0	0.0	0.0	0.25	0.2	0.0	0.0	0.0	0.0	0.0	0.83333	0.0	0.04348	0.0	0.0	0.0	0.0	0.0	0.2	0.66667	0.31579	0.0	0.0	0.0	0.0	0.0	0.20183	0.18182	0.19802	0.0	1.0	0.5	0.0	0.03039	0.0	1.0	0.0	0.01852	0.01961	0.01064	0.03448	0.0	0.05156	0.0573	0.06984	0.05584	0.0367	0.0	0.07965	0.2687	0.25395	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1206
1750	0.0	0.0	0.0	0.125	0.1	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.2	0.66667	0.15789	0.0	0.0	0.0	0.0	0.0	0.08257	0.09091	0.07921	0.0	1.0	1.0	0.0	0.03057	0.0	1.0	0.0	0.01852	0.01961	0.01064	0.03448	0.0	0.05156	0.0573	0.06984	0.05584	0.0367	0.0	0.07965	0.2687	0.25395	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	107
1754	0.0	0.0	0.0	0.125	0.25	0.0	0.0	0.0	0.0	0.0	0.16667	0.0	0.04348	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.15789	0.0	0.0	0.0	0.0	0.0	0.07339	0.09091	0.06931	0.0	1.0	0.5	0.0	0.03039	0.0	1.0	0.0	0.01852	0.01961	0.01064	0.03448	0.0	0.05156	0.0573	0.06984	0.05584	0.0367	0.0	0.07965	0.2687	0.25395	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1093
1755	0.0	0.0	0.0	0.25	0.15	0.0	0.0	1.0	0.0	0.0	0.41667	0.0	0.04348	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.10526	1.0	0.0	0.5	0.0	0.0	0.12844	0.18182	0.11881	0.0	1.0	0.5	0.0	0.03045	0.0	1.0	0.0	0.01852	0.01961	0.01064	0.03448	0.0	0.05156	0.0573	0.06984	0.05584	0.0367	0.0	0.07965	0.2687	0.25395	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	267
1756	0.0	0.0	0.0	0.125	0.15	0.0	0.0	0.0	0.0	0.0	0.33333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10526	1.0	0.0	0.5	0.0	0.0	0.07339	0.09091	0.06931	0.0	1.0	0.5	0.0	0.03045	0.0	1.0	0.0	0.01852	0.01961	0.01064	0.03448	0.0	0.05156	0.0573	0.06984	0.05584	0.0367	0.0	0.07965	0.2687	0.25395	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	267
1757	0.0	0.0	0.0	0.125	0.2	0.0	0.0	1.0	0.0	0.0	0.41667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.10526	1.0	0.0	0.25	0.0	0.0	0.10092	0.09091	0.09901	0.0	1.0	0.5	0.0	0.03045	0.0	1.0	0.0	0.01852	0.01961	0.01064	0.03448	0.0	0.05156	0.0573	0.06984	0.05584	0.0367	0.0	0.07965	0.2687	0.25395	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	267
